gene	colon epithelial cell	endothelial cell of artery	endothelial cell of lymphatic vessel	enteric neuron	enteric smooth muscle cell	enterocyte	enteroendocrine cell	epithelial cell	erythroblast	fibroblast	hematopoietic cell	interstitial cell of Cajal	intestine goblet cell	mesodermal cell	mesothelial cell	myofibroblast cell	neural crest cell	pericyte	progenitor cell	stem cell	vein endothelial cell
TBC1D1	0.1512	1.0585	0.3704	0.0882	0.6592	0.1297	0.1457	0.0990	0.0320	0.2506	0.3969	0.2189	0.1540	0.2838	0.1572	0.4890	0.1522	0.8098	0.1361	0.1212	0.5354
PTTG2	0.0053	0.0000	0.0130	0.0091	0.0076	0.0040	0.0029	0.0006	0.0012	0.0094	0.0127	0.0313	0.0061	0.0127	0.0062	0.0077	0.0128	0.0105	0.0035	0.0006	0.0122
LINC02513	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0322	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LINC01258	0.0000	0.0000	0.0000	0.0006	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0010	0.0004	0.0000	0.0001	0.0000	0.0000
ENSG00000271958	0.0000	0.0000	0.0000	0.0004	0.0003	0.0001	0.0000	0.0000	0.0000	0.0002	0.0011	0.0000	0.0000	0.0003	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002
KLF3	0.8074	1.0006	0.8361	0.3661	0.4520	0.5060	0.5150	0.4952	0.3085	0.5300	0.6910	0.5684	0.5809	0.5835	0.3356	0.8250	0.3374	0.4147	0.7251	0.4237	0.7315
TLR10	0.0013	0.0022	0.0000	0.0002	0.0008	0.0002	0.0000	0.0000	0.0000	0.0010	0.3139	0.0000	0.0000	0.0009	0.0000	0.0027	0.0010	0.0016	0.0004	0.0008	0.0022
TLR1	0.0010	0.0017	0.0199	0.0005	0.0027	0.0016	0.0045	0.0000	0.0000	0.0059	0.1140	0.0044	0.0007	0.0038	0.0094	0.0075	0.0005	0.0009	0.0033	0.0024	0.0024
TLR6	0.0026	0.0143	0.0000	0.0011	0.0038	0.0011	0.0000	0.0000	0.0000	0.0060	0.1306	0.0076	0.0008	0.0038	0.0030	0.0061	0.0006	0.0038	0.0018	0.0001	0.0031
FAM114A1	0.3274	0.3873	0.2996	0.0435	1.0900	0.2276	0.1278	0.1843	0.0448	0.7536	0.1474	0.6007	0.1768	0.5086	0.4343	1.3966	0.0933	0.6222	0.2229	0.1149	0.2493
TMEM156	0.0006	0.0053	0.0000	0.0007	0.0012	0.0004	0.0004	0.0000	0.0020	0.0027	0.1841	0.0009	0.0016	0.0008	0.0031	0.0020	0.0005	0.0116	0.0008	0.0031	0.0608
KLHL5	0.0617	0.4957	0.5019	0.0622	0.2983	0.0267	0.0408	0.0258	0.0137	0.1964	0.2241	0.2972	0.0175	0.2573	0.1145	0.4611	0.0982	0.2982	0.0478	0.0248	0.4267
ENSG00000249207	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0016
ENSG00000249685	0.0000	0.0008	0.0000	0.0000	0.0007	0.0001	0.0000	0.0000	0.0000	0.0008	0.0000	0.0012	0.0000	0.0008	0.0000	0.0009	0.0005	0.0009	0.0000	0.0000	0.0035
WDR19	0.0388	0.0842	0.0738	0.0768	0.0586	0.0283	0.0404	0.0513	0.0138	0.0829	0.0146	0.1179	0.0459	0.0908	0.1227	0.1205	0.0632	0.0726	0.0406	0.0347	0.0513
RFC1	0.7151	0.6320	0.8349	0.4936	0.7339	0.5325	0.4941	0.3520	0.0920	0.8937	0.4120	1.0030	0.5851	1.0154	0.8135	0.7991	0.8363	0.9041	0.6076	0.5155	0.8177
KLB	0.0106	0.0051	0.0047	0.0072	0.0021	0.0208	0.0221	0.0177	0.0000	0.0010	0.0034	0.0048	0.0147	0.0026	0.0029	0.0038	0.0018	0.0007	0.0479	0.0080	0.0035
RPL9	38.8406	27.4281	32.9792	36.8862	37.7789	48.6097	45.4376	44.4477	5.5462	39.8933	39.3276	32.3402	47.4058	40.1669	47.8263	39.3612	45.0767	37.5729	46.3377	55.1888	37.2523
LIAS	0.1881	0.1459	0.1218	0.2479	0.2117	0.2686	0.2034	0.3255	0.0314	0.1998	0.1328	0.2059	0.2651	0.2490	0.2342	0.2215	0.2141	0.2106	0.2298	0.3413	0.1815
UGDH	1.0471	0.3370	0.2869	0.3923	0.3260	0.5987	0.4138	0.8327	0.0391	0.5633	0.1797	0.6105	0.4720	0.5263	0.3274	0.4671	0.7133	0.5648	0.7851	0.6014	0.2852
UGDH-AS1	0.0125	0.0150	0.0082	0.0223	0.0196	0.0092	0.0112	0.0013	0.0006	0.0275	0.0063	0.0296	0.0141	0.0248	0.0271	0.0249	0.0164	0.0248	0.0087	0.0146	0.0126
SMIM14	0.7318	0.3414	0.3725	0.5945	0.1822	0.1491	0.3925	0.4458	0.0250	0.4562	0.4253	0.4858	0.3035	0.3747	0.2065	0.3954	0.2358	0.3352	0.2884	0.2075	0.2746
SMIM14-DT	0.0040	0.0049	0.0116	0.0125	0.0109	0.0035	0.0071	0.0079	0.0000	0.0042	0.0052	0.0110	0.0113	0.0105	0.0003	0.0135	0.0127	0.0076	0.0072	0.0038	0.0050
UBE2K	0.5034	0.5948	0.5865	0.4798	0.4982	0.4000	0.5048	0.5094	0.1200	0.4682	0.5843	0.4832	0.4150	0.4768	0.3730	0.4361	0.4429	0.6954	0.4897	0.3598	0.5288
PDS5A	0.2971	0.4001	0.3663	0.3004	0.2691	0.2637	0.3445	0.2907	0.0566	0.2962	0.4129	0.2484	0.2740	0.3332	0.2320	0.2313	0.3429	0.3316	0.2984	0.2648	0.3649
N4BP2	0.4318	0.2099	0.1955	0.4895	0.3565	0.3005	0.5797	0.3113	0.0293	0.3469	0.2982	0.3729	0.3316	0.4990	0.2449	0.2534	0.4367	0.2126	0.4017	0.2750	0.1841
RHOH	0.0192	0.0063	0.0132	0.0018	0.0009	0.0057	0.0896	0.0040	0.0055	0.0014	0.2791	0.0000	0.0107	0.0019	0.0010	0.0023	0.0007	0.0041	0.0194	0.0059	0.0003
LINC02265	0.0000	0.0016	0.0000	0.0008	0.0002	0.0005	0.0054	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0001	0.0004	0.0000	0.0000	0.0000	0.0001	0.0000	0.0004
RBM47	1.2314	0.0037	0.0074	0.0081	0.0152	1.0243	0.8339	1.0027	0.0024	0.0072	0.4967	0.0103	0.9263	0.0076	0.1564	0.0103	0.0085	0.0070	0.8547	0.6593	0.0058
NSUN7	0.1613	0.0032	0.0092	0.0193	0.0689	0.1312	0.1110	0.1580	0.0071	0.0272	0.0310	0.0694	0.1398	0.0570	0.0904	0.0664	0.0321	0.0096	0.1486	0.1005	0.0041
APBB2	0.1303	0.5456	0.0273	0.2891	0.0445	0.0560	0.0828	0.1046	0.0085	0.1380	0.0213	0.0854	0.0539	0.0522	0.2349	0.0813	0.2146	0.1798	0.0788	0.1094	0.1936
UCHL1	0.1303	1.2224	0.3769	5.4014	0.6215	0.0232	0.2597	0.0234	0.0374	0.2297	0.0504	0.1874	0.0270	0.2794	1.2489	0.3413	1.3225	0.2123	0.0837	0.0228	0.2151
LIMCH1	0.0449	1.6282	0.7318	0.1060	0.2717	0.0038	0.0454	0.0000	0.0290	0.9354	0.0515	0.6281	0.0068	0.9505	0.3545	0.5950	0.0972	0.1982	0.0133	0.0241	2.1065
PHOX2B	0.0082	0.0303	0.0221	3.6026	0.0237	0.0038	0.0092	0.0000	0.0173	0.0202	0.0214	0.0161	0.0012	0.0199	0.0100	0.0226	2.0024	0.0140	0.0132	0.0063	0.0119
PHOX2B-AS1	0.0003	0.0000	0.0000	0.0954	0.0005	0.0000	0.0000	0.0000	0.0013	0.0001	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0108	0.0000	0.0001	0.0000	0.0002
LINC00682	0.0081	0.0175	0.0000	2.5886	0.0160	0.0026	0.0084	0.0000	0.0236	0.0098	0.0080	0.0169	0.0005	0.0085	0.0059	0.0155	0.5830	0.0108	0.0071	0.0059	0.0107
ENSG00000249771	0.0000	0.0000	0.0000	0.0069	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0014	0.0000	0.0293	0.0000	0.0000	0.0000	0.0000
TMEM33	0.3434	0.2813	0.3169	0.5369	0.2588	0.2309	0.3473	0.2766	0.0336	0.2672	0.3037	0.3015	0.2153	0.2981	0.2430	0.2091	0.3852	0.2933	0.2928	0.2097	0.2637
DCAF4L1	0.0024	0.0046	0.0000	0.0004	0.0003	0.0008	0.0000	0.0000	0.0000	0.0005	0.0008	0.0034	0.0023	0.0017	0.0000	0.0003	0.0045	0.0000	0.0009	0.0000	0.0018
ENSG00000272862	0.0030	0.0019	0.0000	0.0051	0.0030	0.0020	0.0000	0.0071	0.0000	0.0022	0.0012	0.0071	0.0028	0.0053	0.0099	0.0044	0.0084	0.0049	0.0016	0.0027	0.0014
SLC30A9	0.3693	0.3405	0.2552	0.5449	0.3062	0.3031	0.3187	0.3366	0.0494	0.3113	0.1581	0.3294	0.2953	0.3507	0.2899	0.2781	0.4423	0.3552	0.3553	0.3064	0.2254
BEND4	0.0026	0.0054	0.0000	0.0145	0.0038	0.0003	0.0004	0.0000	0.0029	0.0222	0.0096	0.0039	0.0000	0.0505	0.0066	0.0046	0.0109	0.0166	0.0007	0.0004	0.0019
ENSG00000250781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0020	0.0000	0.0000	0.0000	0.0013	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SHISA3	0.0031	0.0585	0.0359	0.0244	0.0444	0.0044	0.0100	0.0000	0.0880	0.5717	0.0705	0.2037	0.0041	1.7079	0.0847	0.0924	0.0199	0.5574	0.0080	0.0061	0.0776
ATP8A1	0.1817	0.2493	0.0888	0.2705	0.0145	0.0991	0.2836	0.0347	0.0093	0.0390	0.0640	0.0088	0.0994	0.0215	0.0953	0.0182	0.1348	0.0090	0.0930	0.0854	0.4126
ATP8A1-DT	0.0003	0.0000	0.0000	0.0000	0.0000	0.0001	0.0007	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
GRXCR1	0.0003	0.0000	0.0021	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000250863	0.0000	0.0054	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0008
KCTD8	0.0007	0.0023	0.0027	0.0010	0.0246	0.0010	0.0043	0.0000	0.0011	0.0327	0.0010	0.0008	0.0010	0.0274	0.2478	0.0100	0.0020	0.0220	0.0026	0.0022	0.0003
YIPF7	0.0000	0.0000	0.0000	0.0038	0.0013	0.0007	0.0000	0.0000	0.0004	0.0015	0.0000	0.0000	0.0006	0.0028	0.0027	0.0030	0.0029	0.0003	0.0003	0.0000	0.0009
GUF1	0.1293	0.0933	0.0724	0.1249	0.1138	0.1489	0.1636	0.1182	0.0346	0.1005	0.0859	0.1087	0.1417	0.1228	0.1101	0.0811	0.1406	0.0979	0.1608	0.1480	0.1049
GNPDA2	0.0778	0.1181	0.1062	0.1310	0.1355	0.0652	0.0854	0.0953	0.0190	0.1850	0.0617	0.2819	0.0468	0.2001	0.1442	0.2512	0.1672	0.1713	0.0766	0.0533	0.1138
ENSG00000273369	0.0003	0.0079	0.0052	0.0033	0.0012	0.0006	0.0034	0.0000	0.0000	0.0037	0.0011	0.0034	0.0020	0.0013	0.0015	0.0051	0.0006	0.0000	0.0009	0.0025	0.0020
ENSG00000272936	0.0075	0.0048	0.0026	0.0037	0.0074	0.0059	0.0169	0.0053	0.0014	0.0074	0.0086	0.0064	0.0046	0.0071	0.0103	0.0041	0.0085	0.0022	0.0063	0.0066	0.0048
GABRG1	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000	0.0001	0.0025	0.0000	0.0000	0.0261	0.0000	0.0000	0.0001
GABRA2	0.0511	0.0153	0.0035	0.0226	0.0940	0.0102	0.1547	0.0231	0.0004	0.0984	0.0045	0.1140	0.0502	0.3127	0.4458	0.1424	0.0948	0.1415	0.0120	0.0144	0.0205
ENSG00000249330	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COX7B2	0.0000	0.0000	0.0000	0.0004	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0008	0.0000	0.0000	0.0008	0.0000	0.0000	0.0000
GABRA4	0.0006	0.0000	0.0000	0.0003	0.0003	0.0078	0.0094	0.0000	0.0000	0.0000	0.0005	0.0000	0.0047	0.0035	0.0017	0.0018	0.0073	0.0062	0.0046	0.0119	0.0000
GABRB1	0.0002	0.0000	0.0000	0.0070	0.0008	0.0016	0.0021	0.0000	0.0006	0.0124	0.0000	0.0308	0.0008	0.0188	0.0300	0.0159	0.0455	0.0463	0.0027	0.0025	0.0007
COMMD8	0.2451	0.2200	0.3190	0.1483	0.2043	0.3457	0.2948	0.3771	0.0570	0.2349	0.4135	0.3135	0.2688	0.2218	0.1923	0.1962	0.2774	0.2963	0.3130	0.2787	0.3012
ATP10D	0.0281	0.0794	0.1063	0.0430	0.0801	0.0304	0.0487	0.0240	0.0068	0.1765	0.0869	0.3480	0.0278	0.1428	0.0853	0.1644	0.1006	0.2733	0.0388	0.0272	0.0834
ENSG00000248254	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CORIN	0.0003	0.0000	0.0000	0.0000	0.0264	0.0003	0.0006	0.0000	0.0041	0.0035	0.0007	0.0089	0.0009	0.0027	0.0079	0.0106	0.0000	0.0162	0.0002	0.0003	0.0013
ENSG00000282917	0.0000	0.0000	0.0000	0.0000	0.0003	0.0001	0.0000	0.0000	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0000	0.0000	0.0000	0.0004
ENSG00000259959	0.0130	0.0075	0.0062	0.0212	0.0120	0.0116	0.0144	0.0102	0.0005	0.0130	0.0100	0.0178	0.0152	0.0174	0.0228	0.0136	0.0188	0.0077	0.0216	0.0192	0.0104
NFXL1	0.1242	0.0569	0.0679	0.0890	0.0846	0.1039	0.1232	0.1179	0.0114	0.1032	0.1232	0.0873	0.1450	0.1230	0.1032	0.0940	0.1068	0.0862	0.1424	0.1057	0.0586
NIPAL1	0.3956	0.0091	0.0092	0.0084	0.0061	0.2139	0.1277	0.2131	0.0000	0.0068	0.0048	0.0071	0.2025	0.0049	0.0237	0.0042	0.0142	0.0071	0.1503	0.1976	0.0053
CNGA1	0.0609	0.0022	0.0000	0.0011	0.0002	0.0357	0.0186	0.0080	0.0000	0.0003	0.0026	0.0000	0.0273	0.0006	0.0063	0.0012	0.0010	0.0000	0.0240	0.0318	0.0000
TXK	0.0122	0.0005	0.0000	0.0015	0.0003	0.0010	0.0026	0.0000	0.0019	0.0015	0.0616	0.0000	0.0006	0.0010	0.0006	0.0000	0.0022	0.0021	0.0062	0.0008	0.0014
TEC	0.0238	0.0011	0.0010	0.0007	0.0008	0.0116	0.0131	0.0215	0.0017	0.0002	0.0474	0.0000	0.0119	0.0012	0.0039	0.0000	0.0016	0.0000	0.0132	0.0072	0.0015
SLAIN2	0.1623	0.2287	0.1991	0.2585	0.2111	0.0980	0.1512	0.1087	0.0356	0.1979	0.1537	0.1844	0.1414	0.2087	0.1576	0.1846	0.1762	0.2236	0.1276	0.0835	0.1688
SLC10A4	0.0004	0.0000	0.0000	0.0403	0.0008	0.0004	0.0000	0.0000	0.0059	0.0018	0.0024	0.0021	0.0000	0.0025	0.0000	0.0000	0.0022	0.0000	0.0000	0.0004	0.0001
ZAR1	0.0000	0.0000	0.0000	0.0005	0.0001	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
FRYL	0.4186	0.6774	0.4096	0.2781	0.2025	0.1719	0.2309	0.1674	0.0488	0.1917	0.2833	0.2221	0.2933	0.2609	0.2221	0.1829	0.2698	0.2730	0.1686	0.2038	0.4416
OCIAD1	1.3329	1.5087	1.5684	1.4325	1.0812	1.4249	1.2586	1.5493	0.2416	1.1941	0.9265	1.3627	1.2778	1.1083	1.3584	1.1297	1.2209	1.0154	1.3041	1.2885	1.4760
OCIAD2	1.7159	1.1435	0.4858	1.8984	0.6887	1.2599	2.3991	1.4379	0.0575	0.2839	0.2539	0.6194	1.5097	0.7727	0.9839	0.5549	0.6953	0.1113	1.5907	1.4610	0.4949
DCUN1D4	0.0985	0.1517	0.1760	0.1549	0.1630	0.0839	0.0625	0.1082	0.0200	0.1464	0.0649	0.1883	0.0607	0.1405	0.1116	0.1690	0.1576	0.1604	0.1076	0.0735	0.1267
ENSG00000272576	0.0021	0.0000	0.0000	0.0068	0.0041	0.0012	0.0039	0.0026	0.0000	0.0027	0.0013	0.0053	0.0004	0.0023	0.0004	0.0051	0.0033	0.0024	0.0009	0.0031	0.0025
LRRC66	0.0119	0.0000	0.0056	0.0000	0.0007	0.0453	0.0171	0.0554	0.0000	0.0019	0.0000	0.0000	0.0105	0.0006	0.0009	0.0000	0.0004	0.0008	0.0148	0.0134	0.0006
SGCB	0.2088	0.5065	0.2674	0.5292	0.3559	0.1848	0.2159	0.2366	0.0257	0.3241	0.0307	0.3988	0.1377	0.3191	0.3008	0.4033	0.3084	0.4177	0.2260	0.1461	0.3728
SPATA18	0.0015	0.0016	0.0250	0.0004	0.0007	0.0039	0.0037	0.0009	0.0005	0.0073	0.0000	0.0023	0.0047	0.0017	0.0048	0.0006	0.0005	0.0017	0.0055	0.0030	0.0094
USP46	0.1319	0.0560	0.1257	0.1474	0.1966	0.1118	0.1223	0.1129	0.0082	0.1663	0.0645	0.1165	0.1006	0.1944	0.1798	0.1014	0.1406	0.1398	0.1668	0.0939	0.0967
USP46-DT	0.0086	0.0029	0.0066	0.0077	0.0151	0.0129	0.0054	0.0078	0.0000	0.0207	0.0157	0.0122	0.0121	0.0153	0.0174	0.0131	0.0071	0.0123	0.0136	0.0128	0.0075
ERVMER34-1	0.0173	0.0000	0.0031	0.0015	0.0120	0.0187	0.0137	0.0027	0.0000	0.0098	0.0031	0.0347	0.0088	0.0206	0.0243	0.0062	0.0149	0.0035	0.0323	0.0140	0.0032
LINC01618	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000
RASL11B	0.0805	0.0093	0.0000	0.0941	0.2266	0.0441	0.0695	0.0633	0.0058	0.1611	0.0109	0.0409	0.0320	0.2144	0.2417	0.0929	0.2412	0.0585	0.1195	0.0463	0.0088
SCFD2	0.0589	0.0648	0.0122	0.0595	0.0441	0.0513	0.0526	0.0628	0.0052	0.0828	0.0529	0.0637	0.0333	0.0572	0.0495	0.0570	0.0711	0.0455	0.0416	0.0467	0.0922
ENSG00000248115	0.0001	0.0000	0.0000	0.0008	0.0001	0.0001	0.0018	0.0000	0.0000	0.0010	0.0000	0.0012	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0003
FIP1L1	0.5103	0.5105	0.4550	0.4379	0.3760	0.4383	0.3676	0.4264	0.0902	0.7909	0.3443	0.5253	0.3530	0.6340	0.3719	0.3727	0.5662	0.3621	0.5247	0.3638	0.4883
LNX1	0.1235	0.0004	0.0629	0.0102	0.0084	0.0965	0.0975	0.0893	0.0020	0.0569	0.0186	0.0157	0.0878	0.0210	0.0289	0.0055	0.0084	0.0065	0.1220	0.1153	0.0143
LNX1-AS1	0.0060	0.0000	0.0000	0.0000	0.0001	0.0031	0.0032	0.0000	0.0000	0.0006	0.0030	0.0000	0.0012	0.0004	0.0009	0.0000	0.0000	0.0000	0.0110	0.0010	0.0000
CHIC2	0.2155	0.4692	0.2664	0.3343	0.2258	0.1711	0.2288	0.1419	0.0657	0.5446	0.3136	0.3832	0.1614	0.4943	0.2460	0.2223	0.2136	0.2165	0.2085	0.1672	0.3674
ENSG00000269506	0.0000	0.0000	0.0000	0.0007	0.0000	0.0001	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
PDGFRA	0.0230	0.0650	0.0400	0.0561	0.2773	0.0133	0.0147	0.0036	0.0882	3.5621	0.1001	1.7992	0.0085	2.5591	0.2814	0.2377	0.0524	0.3934	0.0441	0.0041	0.0785
LINC02283	0.0000	0.0049	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0003	0.0000	0.0007	0.0016	0.0000	0.0000	0.0000	0.0000
ENSG00000251264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000
LINC02260	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000
KIT	0.1510	0.1463	0.0308	0.0152	0.0505	0.0357	0.0728	0.0080	0.0169	0.1687	0.1643	1.2457	0.0241	0.2788	0.0214	0.1948	0.0143	0.1532	0.0800	0.0179	0.2469
KDR	0.0009	3.9841	3.1662	0.0547	0.0042	0.0015	0.0015	0.0036	0.0161	0.0165	0.0203	0.0189	0.0053	0.0117	0.1879	0.0138	0.1227	0.0158	0.0025	0.0007	2.5058
SRD5A3	0.0967	0.9996	0.8234	0.0646	0.1004	0.1713	0.1325	0.1609	0.0304	0.1596	0.1365	0.0864	0.1589	0.1232	0.1178	0.1273	0.0609	0.1523	0.1798	0.1604	0.5991
LINC02928	0.0016	0.0208	0.0022	0.0014	0.0018	0.0007	0.0037	0.0000	0.0000	0.0036	0.0016	0.0020	0.0000	0.0038	0.0028	0.0067	0.0011	0.0055	0.0009	0.0029	0.0109
TMEM165	0.5746	1.3066	0.9156	0.6486	0.7397	0.4197	0.5956	0.2664	0.1604	0.8218	0.7968	0.9831	0.5541	0.6839	0.7244	0.7831	0.6375	1.1406	0.5066	0.4411	1.0962
CLOCK	0.1373	0.1764	0.1962	0.1491	0.1972	0.0924	0.1697	0.0675	0.0243	0.1897	0.1089	0.1385	0.1139	0.2138	0.1976	0.1539	0.1398	0.1896	0.1272	0.0925	0.2299
ENSG00000272969	0.0016	0.0035	0.0000	0.0015	0.0040	0.0021	0.0021	0.0000	0.0000	0.0031	0.0000	0.0088	0.0026	0.0034	0.0025	0.0024	0.0019	0.0016	0.0010	0.0020	0.0033
PDCL2	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0001
NMU	0.0073	0.0000	0.0031	0.0131	0.0084	0.0023	0.0000	0.0000	0.0648	0.0085	0.0036	0.0235	0.0025	0.0161	0.3480	0.0087	0.0153	0.0066	0.0018	0.0005	0.0129
EXOC1L	0.0001	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EXOC1	0.2269	0.3895	0.3952	0.2969	0.2243	0.1555	0.1681	0.1382	0.1054	0.3109	0.2764	0.2732	0.1841	0.3021	0.3010	0.2827	0.2293	0.3020	0.1887	0.1413	0.3418
CEP135	0.1361	0.3888	0.2600	0.1476	0.1507	0.0802	0.0628	0.0798	0.0306	0.2383	0.1274	0.2570	0.1039	0.2973	0.2783	0.1628	0.2612	0.2396	0.1021	0.0789	0.3041
CRACD	0.0400	0.0289	0.0181	0.1341	0.0149	0.0208	0.0410	0.0256	0.0063	0.0242	0.0046	0.0366	0.0355	0.0271	0.0368	0.0143	0.1121	0.0466	0.0302	0.0259	0.0314
AASDH	0.2700	0.1710	0.0989	0.2009	0.1863	0.2389	0.2597	0.1900	0.0323	0.2381	0.1409	0.2431	0.2390	0.2970	0.2360	0.2633	0.2685	0.2152	0.2484	0.2345	0.2023
ENSG00000269921	0.0056	0.0025	0.0000	0.0038	0.0034	0.0038	0.0063	0.0024	0.0031	0.0032	0.0046	0.0062	0.0053	0.0050	0.0053	0.0015	0.0064	0.0078	0.0034	0.0027	0.0019
PPAT	0.1858	0.0779	0.1370	0.1487	0.2475	0.1468	0.1534	0.1730	0.0380	0.1819	0.0674	0.2715	0.1479	0.3056	0.1909	0.1542	0.2527	0.1460	0.2423	0.1480	0.1375
PAICS	0.8644	0.4001	0.6233	0.6028	0.6607	1.0466	0.8425	1.0131	0.1923	0.5850	0.4267	0.4979	1.0082	0.6816	0.5788	0.3789	1.1301	0.6895	1.2430	1.2225	0.8534
SRP72	0.6119	1.4584	0.7793	1.1190	0.8008	0.6703	0.6881	0.7666	0.2136	0.9450	0.8389	1.0601	0.6816	1.0249	0.9063	0.8820	1.0905	0.9083	0.7405	0.6462	1.1842
ARL9	0.0011	0.0000	0.0174	0.0094	0.0029	0.0016	0.0154	0.0000	0.0111	0.0145	0.0036	0.0391	0.0017	0.0076	0.0009	0.0046	0.0067	0.0038	0.0019	0.0039	0.0027
SPMAP2L	0.0005	0.0000	0.0022	0.0006	0.0009	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0003	0.0013	0.0000	0.0003	0.0000	0.0006	0.0000	0.0000
HOPX	0.0021	0.1221	0.1327	0.0080	0.3643	0.0041	0.1441	0.0000	0.0130	0.1863	0.1102	0.5098	0.0058	0.0389	0.0247	0.8780	0.0064	0.2163	0.0057	0.0025	0.1820
SPINK2	0.0050	0.0000	0.0148	0.0006	0.0001	0.0003	0.0025	0.0000	0.0008	0.0003	0.0858	0.0024	0.0029	0.0011	0.0035	0.0004	0.0006	0.0012	0.0015	0.0000	0.0010
REST	0.5645	0.6673	0.5726	0.1073	0.6782	0.3561	0.2057	0.5173	0.0733	0.6855	0.4395	0.6233	0.3919	0.8364	0.6708	0.5795	0.4194	0.6820	0.5092	0.4577	0.5628
ENSG00000269949	0.0021	0.0000	0.0068	0.0039	0.0004	0.0023	0.0021	0.0021	0.0000	0.0014	0.0044	0.0000	0.0007	0.0019	0.0019	0.0000	0.0017	0.0018	0.0033	0.0030	0.0015
NOA1	0.3873	0.2126	0.2087	0.3230	0.3213	0.4061	0.3729	0.4343	0.0408	0.2919	0.2281	0.2974	0.3516	0.3301	0.2830	0.2861	0.3223	0.2915	0.3950	0.5243	0.2685
